Activity Type,Date,Favorite,Title,Place,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Strength Training,11/1/2023 5:42,FALSE,Strength,Unknown,0,344,0:51:44,150,173,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:51:44,1,NaN,--,--,--,--,--,--,--,--,0:51:44,0:51:44,--,--
Strength Training,10/31/2023 5:16,FALSE,Strength,Unknown,0,297,0:59:36,132,153,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:59:36,1,NaN,--,--,--,--,--,--,--,--,0:59:36,0:59:36,--,--
Treadmill Running,10/30/2023 6:03,FALSE,Treadmill Running,Treadmill,1.31,54,08:00.9,140,153,1.8,155,249,6:06,4:30,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:40.9,2,NaN,--,--,--,--,--,--,--,--,07:25.9,08:00.9,--,--
Strength Training,10/30/2023 5:16,FALSE,Strength,Unknown,0,237,0:46:22,132,157,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:46:22,1,NaN,--,--,--,--,--,--,--,--,0:46:22,0:46:22,--,--
Strength Training,10/29/2023 11:19,FALSE,Strength,Unknown,0,99,0:29:14,106,138,0.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:29:14,1,NaN,--,--,--,--,--,--,--,--,0:29:14,0:29:14,--,--
Strength Training,10/27/2023 5:43,FALSE,Strength,Unknown,0,345,0:54:48,147,176,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:54:48,1,NaN,--,--,--,--,--,--,--,--,0:54:48,0:54:48,--,--
Strength Training,10/25/2023 5:24,FALSE,Strength,Unknown,0,336,0:55:16,143,168,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:55:16,1,NaN,--,--,--,--,--,--,--,--,0:55:16,0:55:16,--,--
Strength Training,10/23/2023 5:35,FALSE,Strength,Unknown,0,323,0:59:15,137,166,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:59:15,1,NaN,--,--,--,--,--,--,--,--,0:59:15,0:59:15,--,--
Running,10/22/2023 11:43,FALSE,Zemst - Base,Unknown,4.01,218,0:24:51,166,184,3.7,172,179,6:12,5:38,--,8,0.94,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:06.0,5,NaN,--,--,--,--,--,--,--,--,0:24:40,0:25:06,-2,15
Running,10/21/2023 11:47,FALSE,Zemst - Base,Unknown,5.01,265,0:30:00,172,187,4.1,171,177,5:59,5:39,6,7,0.98,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:03.7,6,NaN,--,--,--,--,--,--,--,--,0:29:53,0:31:08,6,15
Strength Training,10/20/2023 5:38,FALSE,Strength,Unknown,0,283,0:53:38,132,160,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:53:38,1,NaN,--,--,--,--,--,--,--,--,0:53:38,0:53:38,--,--
Strength Training,10/18/2023 6:08,FALSE,Strength,Unknown,0,187,0:28:16,147,178,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:28:16,1,NaN,--,--,--,--,--,--,--,--,0:28:16,0:28:16,--,--
Strength Training,10/17/2023 5:44,FALSE,Strength,Unknown,0,300,0:54:41,136,159,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:54:41,1,NaN,--,--,--,--,--,--,--,--,0:54:41,0:54:41,--,--
Strength Training,10/16/2023 5:47,FALSE,Strength,Unknown,0,281,0:53:50,133,157,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:53:50,1,NaN,--,--,--,--,--,--,--,--,0:53:50,0:53:50,--,--
Cardio,10/15/2023 7:36,FALSE,Cardio,Unknown,0,199,0:23:18,173,186,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:23:18,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:23:18,--,--
Treadmill Running,10/15/2023 7:18,FALSE,Treadmill Running,Treadmill,2.55,116,0:14:32,162,185,2.7,168,175,5:42,5:13,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:02.7,3,NaN,--,--,--,--,--,--,--,--,0:14:30,0:14:32,--,--
Cardio,10/14/2023 11:42,FALSE,Cardio,Unknown,0,291,0:42:17,149,179,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:42:17,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:43:36,--,--
Strength Training,10/13/2023 5:50,FALSE,Strength,Unknown,0,295,0:46:25,143,166,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:46:25,1,NaN,--,--,--,--,--,--,--,--,0:46:25,0:46:25,--,--
Strength Training,10/11/2023 5:53,FALSE,Strength,Unknown,0,326,0:52:31,146,184,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:52:31,1,NaN,--,--,--,--,--,--,--,--,0:52:31,0:52:31,--,--
Strength Training,10/10/2023 5:33,FALSE,Strength,Unknown,0,282,0:47:02,141,164,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:47:02,1,NaN,--,--,--,--,--,--,--,--,0:47:02,0:47:02,--,--
Strength Training,10/9/2023 5:45,FALSE,Strength,Unknown,0,251,0:51:04,128,162,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:51:04,1,NaN,--,--,--,--,--,--,--,--,0:51:04,0:51:04,--,--
Running,10/8/2023 10:36,FALSE,Zemst - Base,Unknown,6.11,323,0:37:08,170,187,4.2,172,181,6:05,5:31,22,23,0.95,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:36.7,7,NaN,--,--,--,--,--,--,--,--,0:36:57,0:46:28,-2,16
Running,10/7/2023 17:19,FALSE,Mechelen Running,Mechelen,1.01,53,06:01.7,149,162,2.3,172,179,5:59,5:47,6,8,0.97,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:02.8,2,NaN,--,--,--,--,--,--,--,--,06:00.9,06:01.7,-2,8
Strength Training,10/6/2023 5:45,FALSE,Strength,Unknown,0,257,0:44:45,136,166,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:44:45,1,NaN,--,--,--,--,--,--,--,--,0:44:45,0:46:19,--,--
Strength Training,10/4/2023 5:25,FALSE,Strength,Unknown,0,348,0:52:54,149,181,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:52:54,1,NaN,--,--,--,--,--,--,--,--,0:52:54,0:52:54,--,--
Strength Training,10/3/2023 5:48,FALSE,Strength,Unknown,0,273,0:49:24,138,161,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:49:24,1,NaN,--,--,--,--,--,--,--,--,0:49:24,0:49:24,--,--
Strength Training,10/2/2023 5:30,FALSE,Strength,Unknown,0,272,0:44:49,140,168,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:44:49,1,NaN,--,--,--,--,--,--,--,--,0:44:49,0:44:49,--,--
Cycling,9/30/2023 14:25,FALSE,Wemmel Cycling,Wemmel,18.69,336,1:09:16,131,159,2.3,--,--,16.2,29.9,45,81,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:14:42,4,NaN,--,--,--,--,--,--,--,--,1:05:31,1:09:16,6,50
Cycling,9/30/2023 11:10,FALSE,Zemst Cycling,Zemst,24.43,487,2:02:36,126,161,2.4,--,--,12,30.3,130,88,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:16:34,5,NaN,--,--,--,--,--,--,--,--,1:36:14,2:02:36,8,60
Running,9/29/2023 17:08,FALSE,Zemst - Base,Unknown,10.14,505,0:58:28,171,194,4.8,172,204,5:46,5:44,39,40,0.92,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:29.7,10,NaN,--,--,--,--,--,--,--,--,0:58:03,1:06:07,-2,16
Strength Training,9/27/2023 5:46,FALSE,Strength,Unknown,0,236,0:49:00,126,159,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:49:00,1,NaN,--,--,--,--,--,--,--,--,0:49:00,0:49:00,--,--
Strength Training,9/26/2023 5:45,FALSE,Strength,Unknown,0,355,1:09:00,140,176,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,1:09:00,1,NaN,--,--,--,--,--,--,--,--,1:09:00,1:09:00,--,--
Running,9/24/2023 10:16,FALSE,Zemst - Base,Unknown,9.39,498,0:56:53,174,187,5,173,184,6:04,5:40,26,28,0.95,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:39.9,10,NaN,--,--,--,--,--,--,--,--,0:56:24,0:59:35,-2,16
Running,9/23/2023 18:04,FALSE,Zemst Running,Zemst,3.47,186,0:21:03,176,188,3.6,170,181,6:05,5:26,11,10,0.97,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:56.0,4,NaN,--,--,--,--,--,--,--,--,0:20:54,0:21:11,5,15
Running,9/23/2023 11:09,FALSE,Zemst - Base,Unknown,5.8,309,0:35:44,174,190,4.5,168,177,6:10,5:19,23,24,0.97,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:25.6,6,NaN,--,--,--,--,--,--,--,--,0:35:30,0:37:10,5,14
Running,9/21/2023 19:00,FALSE,Leuven Running,Leuven,4.07,210,0:23:46,177,191,4,167,193,5:50,5:25,24,27,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:22.4,5,NaN,--,--,--,--,--,--,--,--,0:23:18,0:27:33,18,45
Cardio,9/20/2023 12:12,FALSE,Cardio,Unknown,0,68,08:09.2,171,180,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,08:09.2,1,NaN,--,--,--,--,--,--,--,--,0:00:00,08:09.2,--,--
Treadmill Running,9/20/2023 11:57,FALSE,Treadmill Running,Treadmill,2.18,91,0:11:57,157,187,2.7,171,175,5:29,5:12,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:56.8,3,NaN,--,--,--,--,--,--,--,--,0:11:56,0:13:11,--,--
Treadmill Running,9/19/2023 10:28,FALSE,Treadmill Running,Treadmill,1.46,65,08:49.6,150,161,2.2,170,174,6:02,5:18,--,--,0.98,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:41.2,2,NaN,--,--,--,--,--,--,--,--,0:08:49,08:49.6,--,--
Strength Training,9/19/2023 9:33,FALSE,Strength,Unknown,0,289,0:53:02,138,163,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:53:02,1,NaN,--,--,--,--,--,--,--,--,0:53:02,0:53:02,--,--
Cardio,9/18/2023 10:23,FALSE,Cardio,Unknown,0,98,0:11:54,169,184,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:11:54,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:13:25,--,--
Strength Training,9/18/2023 9:36,FALSE,Strength,Unknown,0,292,0:45:44,144,169,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:45:44,1,NaN,--,--,--,--,--,--,--,--,0:45:44,0:45:44,--,--
Pool Swim,9/14/2023 8:42,FALSE,Pool Swimming,Pool,200,25,0:12:03,150,178,2.3,--,--,6:01,2:33,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,295,127,24,NaN,--,No,0:12:03,1,NaN,--,--,--,--,--,--,--,--,0:12:03,0:12:39,--,--
Pool Swim,9/13/2023 15:53,FALSE,Pool Swimming,Pool,425,69,0:16:18,142,171,2.3,--,--,3:50,1:09,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,363,79,22,NaN,--,No,00:51.9,4,NaN,--,--,--,--,--,--,--,--,0:16:18,0:25:11,--,--
Pool Swim,9/13/2023 15:11,FALSE,Pool Swimming,Pool,450,73,0:16:02,121,153,1,--,--,3:00,1:18,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,286,61,21,NaN,--,No,0:16:02,1,NaN,--,--,--,--,--,--,--,--,0:13:30,0:16:32,--,--
Running,9/10/2023 9:33,FALSE,Zemst Running,Zemst,3.71,183,0:21:11,175,190,3.7,170,181,5:42,5:09,5,6,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:01.0,4,NaN,--,--,--,--,--,--,--,--,0:20:54,0:28:28,6,15
Walking,9/7/2023 12:56,FALSE,Rio di Pusteria Walking,Unknown,2.95,321,1:39:07,109,147,1.5,44,207,33:32:00,12:04,455,274,0.71,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:25:46,3,NaN,--,--,--,--,--,--,--,--,0:45:53,1:47:08,"1,862","2,283"
Walking,9/7/2023 10:02,FALSE,Rio di Pusteria Walking,Unknown,5.38,449,1:56:37,109,130,2.5,57,250,21:40,7:42,437,204,0.82,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:12:32,6,NaN,--,--,--,--,--,--,--,--,1:10:08,1:56:37,"1,611","1,989"
Walking,9/6/2023 15:47,FALSE,Rio di Pusteria Walking,Unknown,6.66,459,2:20:00,108,135,2,63,207,21:03,9:12,299,370,0.76,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:24,7,NaN,--,--,--,--,--,--,--,--,1:25:53,2:31:18,"1,336","1,685"
Cardio,9/6/2023 10:19,FALSE,Cardio,Unknown,0,165,0:20:16,170,174,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:20:16,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:20:16,--,--
Treadmill Running,9/6/2023 10:02,FALSE,Treadmill Running,Treadmill,2.5,123,0:15:10,169,181,3.1,165,171,6:04,5:23,--,--,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:58.8,3,NaN,--,--,--,--,--,--,--,--,0:15:09,0:15:10,--,--
Walking,9/5/2023 12:20,FALSE,Vipiteno Walking,Vipiteno,4.7,268,1:08:46,108,137,2.1,92,221,14:39,9:24,139,153,0.74,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,09:47.0,5,NaN,--,--,--,--,--,--,--,--,1:00:43,1:08:46,"1,848","1,933"
Strength Training,9/4/2023 17:52,FALSE,Strength,Unknown,0,76,0:14:31,127,145,1.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:14:31,1,NaN,--,--,--,--,--,--,--,--,0:14:31,0:14:31,--,--
Cardio,9/4/2023 17:28,FALSE,Cardio,Unknown,0,139,0:19:19,150,160,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:19:19,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:19:19,--,--
Walking,9/4/2023 14:35,FALSE,Santa Cristina Valgardena Walking,Unknown,2.92,284,1:04:21,121,182,2.6,60,231,22:01,9:21,349,87,0.73,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:13:51,3,NaN,--,--,--,--,--,--,--,--,0:41:34,1:04:21,"2,113","2,457"
Walking,9/4/2023 12:26,FALSE,Santa Cristina Valgardena Walking,Unknown,1.39,173,0:57:56,105,121,0.5,36,244,41:46:00,10:31,5,188,0.66,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:14:31,2,NaN,--,--,--,--,--,--,--,--,0:19:07,0:57:56,"2,274","2,457"
Walking,9/3/2023 16:04,FALSE,Rio di Pusteria Walking,Unknown,5.66,362,1:32:43,109,152,2.2,82,240,16:23,6:24,358,347,0.75,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,07:59.2,6,NaN,--,--,--,--,--,--,--,--,1:13:19,1:42:55,"1,405","1,745"
Walking,9/3/2023 10:16,FALSE,Rio di Pusteria Walking,Unknown,4.42,341,1:26:18,114,143,2.2,59,226,19:31,7:00,300,61,0.86,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,07:53.1,5,NaN,--,--,--,--,--,--,--,--,0:58:03,1:26:18,"1,435","1,719"
Cardio,9/3/2023 8:01,FALSE,Cardio,Unknown,0,32,04:00.0,163,175,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:00.0,1,NaN,--,--,--,--,--,--,--,--,0:00:00,04:00.0,--,--
Strength Training,9/3/2023 7:38,FALSE,Strength,Unknown,0,145,0:21:43,144,160,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,3,1,No,0:21:43,1,NaN,--,--,--,--,--,--,--,--,0:21:43,0:21:43,--,--
Treadmill Running,9/2/2023 8:32,FALSE,Treadmill Running,Treadmill,1.64,80,09:56.2,165,183,2.6,166,170,6:03,5:23,--,--,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:47.3,2,NaN,--,--,--,--,--,--,--,--,0:09:55,09:56.2,--,--
Strength Training,9/2/2023 8:16,FALSE,Strength,Unknown,0,89,0:14:58,134,155,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:14:58,1,NaN,--,--,--,--,--,--,--,--,0:14:58,0:14:58,--,--
Strength Training,8/31/2023 6:39,FALSE,Strength,Unknown,0,283,0:45:58,146,177,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:45:58,1,NaN,--,--,--,--,--,--,--,--,0:45:58,0:45:58,--,--
Strength Training,8/29/2023 7:08,FALSE,Strength,Unknown,0,286,0:51:35,136,162,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:51:35,1,NaN,--,--,--,--,--,--,--,--,0:51:35,0:51:35,--,--
Strength Training,8/27/2023 8:02,FALSE,Strength,Unknown,0,295,0:54:19,135,166,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:54:19,1,NaN,--,--,--,--,--,--,--,--,0:54:19,0:54:19,--,--
Cardio,8/26/2023 11:02,FALSE,Cardio,Unknown,0,161,0:20:26,163,176,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:20:26,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:20:26,--,--
Strength Training,8/26/2023 10:25,FALSE,Strength,Unknown,0,222,0:36:43,142,179,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:36:43,1,NaN,--,--,--,--,--,--,--,--,0:36:43,0:36:43,--,--
Strength Training,8/25/2023 11:03,FALSE,Strength,Unknown,0,330,0:58:42,142,172,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:58:42,1,NaN,--,--,--,--,--,--,--,--,0:58:42,0:58:42,--,--
Strength Training,8/23/2023 7:21,FALSE,Strength,Unknown,0,301,0:47:47,147,172,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:47:47,1,NaN,--,--,--,--,--,--,--,--,0:47:47,0:47:47,--,--
Strength Training,8/22/2023 7:07,FALSE,Strength,Unknown,0,289,0:47:32,141,163,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:47:32,1,NaN,--,--,--,--,--,--,--,--,0:47:32,0:47:32,--,--
Cardio,8/19/2023 11:20,FALSE,Cardio,Unknown,0,80,0:10:04,165,170,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:04,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:04,--,--
Strength Training,8/19/2023 10:26,FALSE,Strength,Unknown,0,325,0:52:52,148,180,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:52:52,1,NaN,--,--,--,--,--,--,--,--,0:52:52,0:52:52,--,--
Strength Training,8/17/2023 7:18,FALSE,Strength,Unknown,0,246,0:45:47,134,161,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:45:47,1,NaN,--,--,--,--,--,--,--,--,0:45:47,0:45:47,--,--
Strength Training,8/16/2023 7:17,FALSE,Strength,Unknown,0,220,0:41:59,134,158,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:41:59,1,NaN,--,--,--,--,--,--,--,--,0:41:59,0:44:22,--,--
Strength Training,8/14/2023 8:11,FALSE,Strength,Unknown,0,233,0:39:46,140,173,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:39:46,1,NaN,--,--,--,--,--,--,--,--,0:39:46,0:39:46,--,--
Strength Training,8/11/2023 11:07,FALSE,Strength,Unknown,0,262,0:42:57,141,170,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:42:57,1,NaN,--,--,--,--,--,--,--,--,0:42:57,0:42:57,--,--
Treadmill Running,8/9/2023 12:43,FALSE,Treadmill Running,Treadmill,1.01,44,05:44.7,159,176,2,166,180,5:41,5:14,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:03.5,2,NaN,--,--,--,--,--,--,--,--,0:05:37,05:44.7,--,--
Strength Training,8/9/2023 12:00,FALSE,Strength,Unknown,0,238,0:43:07,136,169,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:43:07,1,NaN,--,--,--,--,--,--,--,--,0:43:07,0:43:07,--,--
Strength Training,8/8/2023 6:45,FALSE,Strength,Unknown,0,332,0:50:57,152,180,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:50:57,1,NaN,--,--,--,--,--,--,--,--,0:50:57,0:50:57,--,--
Strength Training,8/7/2023 6:38,FALSE,Strength,Unknown,0,287,0:47:48,141,171,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:47:48,1,NaN,--,--,--,--,--,--,--,--,0:47:48,0:47:48,--,--
Strength Training,8/3/2023 11:34,FALSE,Strength,Unknown,0,254,0:55:57,128,162,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:55:57,1,NaN,--,--,--,--,--,--,--,--,0:55:57,0:55:57,--,--
Strength Training,8/2/2023 11:44,FALSE,Strength,Unknown,0,291,0:47:01,147,184,3.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:47:01,1,NaN,--,--,--,--,--,--,--,--,0:47:01,0:47:01,--,--
Cardio,8/1/2023 7:47,FALSE,Cardio,Unknown,0,46,05:57.3,163,172,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:57.3,1,NaN,--,--,--,--,--,--,--,--,0:00:00,05:57.3,--,--
Strength Training,8/1/2023 7:06,FALSE,Strength,Unknown,0,210,0:39:56,133,153,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:39:56,1,NaN,--,--,--,--,--,--,--,--,0:39:56,0:39:56,--,--
Running,7/29/2023 17:36,FALSE,Zemst Running,Zemst,4.3,210,0:24:03,167,193,4.2,174,182,5:36,5:15,9,9,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:38.7,5,NaN,--,--,--,--,--,--,--,--,0:24:01,0:29:16,6,16
Running,7/28/2023 18:06,FALSE,Zemst Running,Zemst,3.59,179,0:20:01,177,192,4,171,224,5:34,4:56,6,5,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:17.6,4,NaN,--,--,--,--,--,--,--,--,0:19:52,0:26:50,6,15
Strength Training,7/28/2023 7:15,FALSE,Strength,Unknown,0,242,0:46:42,135,164,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:46:42,1,NaN,--,--,--,--,--,--,--,--,0:46:42,0:46:42,--,--
Running,7/26/2023 19:17,FALSE,Zemst Running,Zemst,3.01,157,0:18:24,157,188,3.5,164,179,6:07,5:46,11,8,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:01.9,4,NaN,--,--,--,--,--,--,--,--,0:18:09,0:23:30,4,14
Strength Training,7/26/2023 7:14,FALSE,Strength,Unknown,0,308,0:48:08,147,175,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:48:08,1,NaN,--,--,--,--,--,--,--,--,0:48:08,0:48:08,--,--
Strength Training,7/25/2023 6:49,FALSE,Strength,Unknown,0,264,0:48:52,136,172,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:48:52,1,NaN,--,--,--,--,--,--,--,--,0:48:52,0:51:36,--,--
